S1;S2;S3;S4;S5;S6;S7;Signatur;Benennung;Profitent;Abt;Datierungvon;Datierungbis;Höhe;Breite;Fläche;Material;Ausstattung;Sprache;Bemerkung;Nalt1;Nalt2;Sortierung;Text;Invocatio;Intitulatio;Arenga;Dispositio;Testes;Datierung22;FuI;Datierungvon2;Datierungbis2;Datierungtext
2;A;1;;;;;StAS 2.A.1;Professurkunde des Erbinger, Dietricus;Erbinger, Dietricus;Gundaker;13180101;13181231;70;193;13510;Pergament;Initiale E, zweifärbig;Latein;;1;;0002A0001000000000000;Ego frater ditricus Erbinger dyaconus promitto stabilitatem et conversationem morum meorum et obedientiam secundum regulam sancti benedicti coram deo et sanctis eius in hoc monasterio quod est constructum in honore sancte dei genitricis semperque virginis marie et sanctorum qui hic sunt in presencia domini Gundacheri abbatis. Anno Domini millesimo ccc mo xviii o;;Ego frater Ditricus Erbinger dyaconus;;promitto stabilitatem et conversationem morum meorum et obedientiam secundum regulam sancti benedicti;coram deo et sanctis eius in hoc monasterio quod est constructum in honore sancte dei genitricis semperque virginis marie et sanctorum qui hic sunt in presencia domini Gundacheri abbatis;Anno Domini millesimo ccc mo xviii o;"Abt: Gundaker 
Abmessungen (BxH in mm): 193x70";01.01.1318;31.12.1318;1318
2;A;2;;;;;StAS 2.A.2;Professurkunde des Nicolaus Diaconus;Nicolaus Diaconus;Gundaker;13180101;13241231;66;173;11418;Pergament;Initiale E;Latein;;2;;0002A0002000000000000;Ego frater Nycolaus dyaconus promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti Benedicti coram deo et sanctis eius in hoc monasterio quod est constructum in honore sancte dei genitricis semperque virginis Marie et sanctorum qui hic sunt in presencia domini Gundagkeri Abbatis. Suscipe me secundum eloquium et vivam et non confundas me ab exspectacione mea;;Ego frater Nycolaus dyaconus;;promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti Benedicti;coram deo et sanctis eius in hoc monasterio quod est constructum in honore sancte dei genitricis semperque virginis Marie et sanctorum qui hic sunt in presencia domini Gundagkeri Abbatis;;"Abt: Gundaker 
Abmessungen (BxH in mm): 173x66";01.01.1318;31.12.1324;1318-1324
2;A;3;;;;;StAS 2.A.3;Professurkunde des Conradus Subdiaconus;Conradus Subdiaconus;Gundaker;13180101;13241231;42;192;8064;Pergament;;Latein;;3;;0002A0003000000000000;Ego frater Chunradus subdiaconus promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti Benedicti coram deo et sanctis eius in hoc monasterio quid est constructum in honore sancte dei genitricis semperque virginis Marie et sanctorum qui hic et in presencia domini Guntacheri abbatis. Suscipe me domine secundum eloquium tuum et vivam et non confundas me ab exspectatione mea;;Ego frater Chunradus subdiaconus;;promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti Benedicti ;coram deo et sanctis eius in hoc monasterio quid est constructum in honore sancte dei genitricis semperque virginis Marie et sanctorum qui hic et in presencia domini Guntacheri abbatis;;"Abt: Gundaker 
Abmessungen (BxH in mm): 192x42";01.01.1318;31.12.1324;1318-1324
2;A;4;;;;;StAS 2.A.4;Professurkunde des Ulricus Subdiaconus;Ulricus Subdiaconus;Gundaker;13180101;13241231;63;106;6678;Pergament;;Latein;;4;;0002A0004000000000000;Ego frater Ulricus subdiaconus promitto stabilitatem et conversionem morum meorum et obedientiam in regulam sancti benedicti coram deo et sanctis eius in hoc monasterio quod est constructum in honore sancte dei genitricis semperque virginis marie et sanctorum qui hic sunt inpresencia domini gundachi abbatis. Suscipe me domine secundum eloquium tuum et vivam et non confundas me ab expectatione mea. + AMEN;;Ego frater Ulricus subdiaconus;;promitto stabilitatem et conversionem morum meorum et obedientiam in regulam sancti benedicti ;coram deo et sanctis eius in hoc monasterio quod est constructum in honore sancte dei genitricis semperque virginis marie et sanctorum qui hic sunt inpresencia domini gundachi abbatis;;"Abt: Gundaker 
Abmessungen (BxH in mm): 106x63";01.01.1318;31.12.1324;1318-1324
2;A;5;;;;;StAS 2.A.5;Professurkunde des Johannes Sacerdos;Johannes Sacerdos;Ottaker;13240101;13281231;117;139;16263;Pergament;;Latein;;5;;0002A0005000000000000;Ego frater Johannes sacerdos promitto stabilitatem meam et conversionem morum meorum et obedientiam secundum regulam sancti benedicti coram deo et omnibus sanctis eius in hoc loco qui vocatus sytansteten constructo in honore beate marie virginis et sanctorum qui hic sunt pin presencia domini Ottacheri abbatis. Suscipe me domine secundum eloquium tuum et vivam et non confundas me ab exspectatione mea.;;Ego frater Johannes sacerdos;;promitto stabilitatem meam et conversionem morum meorum et obedientiam secundum regulam sancti benedicti;;;"Abt: Ottaker 
Abmessungen (BxH in mm): 139x117";01.01.1324;31.12.1328;1324-1328
2;A;6;;;;;StAS 2.A.6;Professurkunde des Burchardus Diaconus;Burchardus Diaconus;Ottaker;13240101;13281231;72;202;14544;Pergament;;Latein;;6;;0002A0006000000000000;Ego frater purchardus dyaconus promitto stabilitatem meam et conversionem morum meorum et obedienciam secundum regulam sancti benedicti coram deo et omnibus sanctis eius in hoc loco qui vocatur sytansteten constructo in honore beate marie virginis et sanctorum qui hic sunt in presencia domini ottacheri abbatis. Suscipe me domine secundum eloquium tuum et vivam et non confundas me ab expectatione mea.;;Ego frater purchardus dyaconus;;promitto stabilitatem meam et conversionem morum meorum et obedienciam secundum regulam sancti benedicti;;;"Abt: Ottaker 
Abmessungen (BxH in mm): 202x72";01.01.1324;31.12.1328;1324-1328
2;A;7;;;;;StAS 2.A.7;Professurkunde des Waltherus Sacerdos;Waltherus Sacerdos;Dittricus;13280101;13371231;39;203;7917;Pergament;Initiale E;Latein;;7;;0002A0007000000000000;Ego frater Waltherus sacerdos promitto stabilitatem meam et conversionem morum meorum et obedientiam secundum regulam sancti Benedicti coram deo et omnibus sanctis eius in hoc loco qui vocatur Seytensteten constituto in honore gloriose virginis Marie et sanctorum qui hic sunt In presencia domini Dittrici Abbatis Suscipe me Domine secundum eloquium tuum et vivam! et ne confundas me ab expectatione mea.;;Ego frater Waltherus sacerdos;;promitto stabilitatem meam et conversionem morum meorum et obedientiam secundum regulam sancti Benedicti;;;"Abt: Dittricus 
Abmessungen (BxH in mm): 203x39";01.01.1328;31.12.1337;1328-1337
2;A;8;;;;;StAS 2.A.8;Professurkunde des Ekfridus Diaconus;Ekfridus Diaconus;Dittricus;13280101;13371231;63;202;12726;Pergament;Initiale E;Latein;;8;;0002A0008000000000000;Ego frater Ekfridus Dyaconus promitto stabilitatem meam et conversionem morum meorum et obedientiam secundum regulam sancti Benedicti coram deo et omnibus sanctis eius in hoc loco qui vocatur Seytensteten constituto in honore gloriose virginis Marie et sanctorum qui hic sunt. Inpresencia domini Dittrici Abbatis. Suscipe me domine secundum eloquium tuum et vivam! Et ne confundas me ab expectatione mea. Si despicis me pereo et si perspicis cum misericordia vetentem et suscitas de sepulchro.;;Ego frater Ekfridus dyaconus;;promitto stabilitatem meam et conversionem morum meorum et obedientiam secundum regulam sancti Benedicti;;;"Abt: Dittricus 
Abmessungen (BxH in mm): 202x63";01.01.1328;31.12.1337;1328-1337
2;A;9;;;;;StAS 2.A.9;Professurkunde des Engelschalcus Subdiaconus;Engelschalcus Subdiaconus;Dittricus;13280101;13371231;52;195;10140;Pergament;;Latein;;9;;0002A0009000000000000;Ego frater Engelschalcus subdyaconus promitto stabilitatem meam et conversionem morum meorum et obedientiam secundum regulam sancti benedicti coram deo et omnibus sanctis eius in hoco loco qui vocatur seytensteten constructo in honore beate Marie virginis et sanctorum qui hic sunt in presencia domini mei dittrici Abbatis. Suscipe meo domine secundum eloquium tuum et vivam et non confundas me ab expsectatione mea.;;Ego frater Engelschalkus subdyaconus;;promitto stabilitatem meam et conversionem morum meorum et obedientiam secundum regulam sancti benedicti;;;"Abt: Dittricus 
Abmessungen (BxH in mm): 195x52";01.01.1328;31.12.1337;1328-1337
2;A;10;;;;;StAS 2.A.10;Professurkunde des Andreas Subdiaconus;Andreas Subdiaconus;Dittricus;13280101;13371231;44;202;8888;Pergament;;Latein;Wasserschäden;10;;0002A0010000000000000;Ego Frater Benedictus subdyaconus promitto stabilitatem meam et conversionem morum meorum et obedienciam secundum regulam sancti Benedicti coram deo et hominibus et omnibus sanctis eius in hoco loco qui vocatur Seyteinsteten constituto in honore gloriose virginis marie et sanctorum qui hic sunt. Inpresencia Domini Dittrici Abbatis. Suscipe me domine secundum eloquium tuum et vivam. Et non confundas me ab expectatione mea. et conserva me in omni opere bono et perduc me ?? ad vitam eternam Amen.;;Ego frater Benedictus subdyaconus;;promitto stabilitatem meam et conversionem morum meorum et obedienciam secundum regulam sancti Benedicti;;;"Abt: Dittricus 
Abmessungen (BxH in mm): 202x44";01.01.1328;31.12.1337;1328-1337
2;A;11;;;;;StAS 2.A.11;Professurkunde des Leutoldus Subdiaconus;Leutoldus Subdiaconus;Dittricus;13280101;13371231;44;180;7920;Pergament;;Latein;;11;;0002A0011000000000000;Ego frater Leutoldus subdyaconus promitto stabilitatem meam et conversionem morum meorum et obedientiam secundum regulam sancti benedicti coram deo et omnibus sanctis eius in hoco loco qui vocatur Seytensteten constructo in honore beate Marie virginis et sanctorum qui hic sunt in presencia domini dittrici Abbatis. Suscipe me Domine secundum eloquium tuum et vivam et non confundas me ab expectatione mea.;;Ego frater Leutoldus subdyaconus;;promitto stabilitatem meam et conversionem morum meorum et obedientiam secundum regulam sancti benedicti;;;"Abt: Dittricus 
Abmessungen (BxH in mm): 180x44";01.01.1328;31.12.1337;1328-1337
2;A;12;;;;;StAS 2.A.12;Professurkunde des Petrus Acolytus;Petrus Acolytus;Dittricus;13280101;13371231;65;180;11700;Pergament;;Latein;mehrere Einschnitte (ursprünglich zur Befestigung von Hängesiegeln?);12;;0002A0012000000000000;Ego frater Petrus Acolitus promitto stabilitatem meam et conversionem morum meorum et obedientiam secundum regulam sancti Benedicti coram deo et omnibus sanctis eius in hoco loo qui vocatur Seytensteten constructo in honore sancte Marie virginis et sanctorum qui hic sunt in presencia domini Dittrici Abbatis. suscipe me domine secundum eloquium tuum et vivam et non confundas me ab exspectatione mea.;;Ego frater Petrus Acolitus;;promitto stabilitatem meam et conversionem morum meorum et obedientiam secundum regulam sancti Benedicti;;;"Abt: Dittricus 
Abmessungen (BxH in mm): 180x65";01.01.1328;31.12.1337;1328-1337
2;A;13;;;;;StAS 2.A.13;Professurkunde des Conradus Monachus;Conradus Monachus;Dietmar;13370101;13481231;42;126;5292;Pergament;;Latein;;13;;0002A0013000000000000;Ego frater Chunradus monachus promitto stabilitatem meam et conversionem morum meorum et obedientiam secundum regulam sancti Benedicti coram deo et omnibus sanctisu eus in hoc loco qui vocatur Seidensteten constructo in honore sancte marie virginis et sanctorum qui hic sunt in presencia domini Dietmari Abbatis. Suscipe me domine secundum eloquium tuum et vivam et non confundas me ab exspectatione mea.;;Ego frater Chunradus monachus;;promitto stabilitatem meam et conversionem morum meorum et obedientiam secundum regulam sancti Benedicti;;;"Abt: Dietmar 
Abmessungen (BxH in mm): 126x42";01.01.1337;31.12.1348;1337-1348
2;A;14;;;;;StAS 2.A.14;Professurkunde des Hartwicus Monachus;Hartwicus Monachus;Dietmar;13370101;13481231;55;151;8305;Pergament;;Latein;;14;;0002A0014000000000000;Ego frater Hertwicus monachus promitto stabilitatem meam et conversionem morum meorum et obedientiam secundum regulam sancti Benedicti coram deo et omnibus sanctis eius in hoch loco qui vocatur Seydenstetin, constructo in honore beate Marie virginis et sanctorum qui hic sunt inpresencia domini Dietmari Abbatis. Suscipe me domine secundum eloquium tuum et vivam et non confundas me ab exspectatione mea.;;Ego frater Hertwicus monachus;;promitto stabilitatem meam et conversionem morum meorum et obedientiam secundum regulam sancti Benedicti;;;"Abt: Dietmar 
Abmessungen (BxH in mm): 151x55";01.01.1337;31.12.1348;1337-1348
2;A;15;;;;;StAS 2.A.15;Professurkunde des Jacobus Subdiaconus;Jacobus Subdiaconus;Dietmar;13370101;13481231;62;186;11532;Pergament;;Latein;;15;;0002A0015000000000000;Ego frater Jacobus subdyaconus promitto stabilitem meam et conversionem morum meorum et obedientiam secundum Regulam Sancti Benedicti coram deo et omnibus sanctis eius in hoc loco qui vocatur Sydenosteten construto in honore gloriose virginis Marie et sanctorum qui hic sunt in presencia Domini Ditmari Abbatis. Suscipe me Domine secundum eloquium tuum et vivam. et non confundas me ab expectatione mea.;;Ego frater Jacobus subdyaconus;;promitto stabilitatem meam et conversionem morum meorum et obedientiam secundum Regulam Sancti Benedicti;;;"Abt: Dietmar 
Abmessungen (BxH in mm): 186x62";01.01.1337;31.12.1348;1337-1348
2;A;16;;;;;StAS 2.A.16;Professurkunde des Ulricus Sacerdos;Ulricus Sacerdos;Rudolph II;13490101;13541231;68;93;6324;Pergament;;Latein;;16;;0002A0016000000000000;Ego frater Ulricus sacerdos promitto stabilitatem meam et conversionem morum meorum et obedientiam secundum regulam sancti Benedicti coram deo et omnibus sanctis eius in hoco loco qui vocatur Seitensteten constituto in honore beate Marie virginis et sanctorum qui hic sunt in presencia domini Rudolfi Abbatis. Suscipe me domine secundum eloquium tuum et vivam. et non confundas me ab exspectatione mea.;;Ego frater Ulricus sacerdos;;promitto stabilitatem meam et conversionem morum meorum et obedientiam secundum regulam sancti Benedicti;;;"Abt: Rudolph II 
Abmessungen (BxH in mm): 93x68";01.01.1349;31.12.1354;1349-1354
2;A;17;;;;;StAS 2.A.17;Professurkunde des Nicolaus Sacerdos;Nicolaus Sacerdos;Rudolph II;13490101;13541231;53;223;11819;Pergament;;Latein;;17;;0002A0017000000000000;Ego frater Nycolaus sacerdos promitto stabilitatem meam et conversionem morum meorum et obedientiam secundum regulam sancti benedicti coram deo et omnibus sanctis eius in hoc loco qui vocatur Seiteinsteten constructo in honore beate marie virginis et sanctorum qui hic sunt in presencia domini rudolfi abbatis. Suscipe me domine secundum eloquium tuum et vivam et ne confundas me ab exspectatione mea.;;Ego frater Nycolaus sacerdos;;promitto stabilitatem meam et conversionem morum meorum et obedientiam secundum regulam sancti benedicti;;;"Abt: Rudolph II 
Abmessungen (BxH in mm): 223x53";01.01.1349;31.12.1354;1349-1354
2;A;18;;;;;StAS 2.A.18;Professurkunde des Pertholdus Sacerdos;Pertholdus Sacerdos;Rudolph II;13490101;13541231;64;120;7680;Pergament;;Latein;;18;;0002A0018000000000000;Ego frater pertholdus sacerdos promitto stabilitatem meam et conversacionem morum meorum et obedientiam secundum regulam sancti Benedicti coram deo et omnibus sanctis eius in hoc loco qui vocatur Seitensteten constructo in honore beate marie virginis et sanctorum qui hic sunt in presencia domini Rudolfi abbatis. Suscipe me domine secundum eloquium tuum et vivam et non confundas me ab exspectatione mea.;;Ego frater Pertholdus sacerdos;;promitto stabilitatem meam et conversacionem morum meorum et obedientiam secundum regulam sancti Benedicti;;;"Abt: Rudolph II 
Abmessungen (BxH in mm): 120x64";01.01.1349;31.12.1354;1349-1354
2;A;19;;;;;StAS 2.A.19;Professurkunde des Ulricus Sacerdos;Ulricus Sacerdos;Rudolph II;13490101;13541231;108;126;13608;Pergament;;Latein;;19;;0002A0019000000000000;Ego frater Ulricus sacerdos promitto stabilitatem meam et conversionem meam et morum meorum et obedienciam secundum regulam sancti benedicti coram deo et hominibus sanctis eius in hoch loco qui vocatur Seydensteten constituto in honore beate Marie virginis et sanctorum qui hic sunt in presentia domini Rudolffi Abbatis. Suscipe me domine secundum eloquium tuum et vivam  et non confundas me ab exspectatione mea.;;Ego frater Ulricus sacerdos;;promitto stabilitatem meam et conversionem meam et morum meorum et obedienciam secundum regulam sancti benedicti;;;"Abt: Rudolph II 
Abmessungen (BxH in mm): 126x108";01.01.1349;31.12.1354;1349-1354
2;A;20;;;;;StAS 2.A.20;Professurkunde des Cunradus Subdiaconus;Cunradus Subdiaconus;Rudolph II;13490101;13541231;93;190;17670;Pergament;;Latein;;20;;0002A0020000000000000;Ego frater Chunradus subdiaconus promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti benedicti coram deo et sanctis eius in hoco monasterio quod est constructum in honore sancte dei genitricis semperque virginis marie. et sanctorum qui hic sunt.  inpresencia domini Rudolfi abbatis, pro memoria eterna.;;Ego frater Chunradus subdiaconus;;promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti benedicti;;;"Abt: Rudolph II 
Abmessungen (BxH in mm): 190x93";01.01.1349;31.12.1354;1349-1354
2;A;21;;;;;StAS 2.A.21;Professurkunde des Johannes Sacerdos;Johannes Sacerdos;Engelschalk;13540101;13851231;87;130;11310;Pergament;;Latein;;21;;0002A0021000000000000;Ego frater Johannes sacerdos promitto stabilitatem et conversionem morum meorum et obedientiam secundum regulam sancti Benedicti coram deo et sanctis eius in hoc monasterio, quod est constructum in honore sancte dei genitricis semperque virginis marie et sanctorum qui hic sunt presencia domini Engelschalci Abbatis.;;Ego frater Johannes sacerdos;;promitto stabilitatem et conversionem morum meorum et obedientiam secundum regulam sancti Benedicti;;;"Abt: Engelschalk 
Abmessungen (BxH in mm): 130x87";01.01.1354;31.12.1385;1354-1385
2;A;22;;;;;StAS 2.A.22;Professurkunde des Michael Sacerdos;Michael Sacerdos;Engelschalk;13540101;13851231;54;147;7938;Pergament;;Latein;;22;;0002A0022000000000000;Ego frater Michel sacerdos promitto stabilitatem et conversionem morum meorum et obedientiam secundum regulam sancti Benedicti coram deo et sanctis eius in hoc monasterio quod est constructum in honore sancte dei genitricis semperque virginis marie et saonctorum qui hic sunt in presencia domini Engelschalci Abbatis. Suscipe me domine secundum eloquium tuun et non confundas me.;;Ego frater Michel sacerdos;;promitto stabilitatem et conversionem morum meorum et obedientiam secundum regulam sancti Benedicti;;;"Abt: Engelschalk 
Abmessungen (BxH in mm): 147x54";01.01.1354;31.12.1385;1354-1385
2;A;23;;;;;StAS 2.A.23;Professurkunde des Ulricus Sacerdos et Monachus;Ulricus Sacerdos et Monachus;Engelschalk;13540101;13851231;50;130;6500;Pergament;;Latein;;23;;0002A0023000000000000;Ego frater Ulricus sacerdos et monachus promitto stabilitatem meam et conversionem morum meorum et obedientiam secundum regulam sancti Benedicti coram deo et omnibus sanctis eius in hoc loco qui vocatur Seintenstetten constitutum in honore beate Marie virginis et sanctorum qui hic sunt in presencia domini Engelschalci Abbatis. Suscipe me domine secundum eloquium tuum et vivam et ne confundas me ab expectatione mea.;;Ego frater Ulricus sacerdos et monachus;;promitto stabilitatem meam et conversionem morum meorum et obedientiam secundum regulam sancti Benedicti ;;;"Abt: Engelschalk 
Abmessungen (BxH in mm): 130x50";01.01.1354;31.12.1385;1354-1385
2;A;24;;;;;StAS 2.A.24;Professurkunde des Jacobus Sacerdos;Jacobus Sacerdos;Engelschalk;13540101;13851231;64;120;7680;Pergament;;Latein;;25;24;0002A0024000000000000;Ego frater Jacobus sacerdos promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti Benedicti coram deo et sanctis eius in hoco monasterio quod est constructum in honore sancte dei genitricis semperque virignis Marie et sanctorum qui hic sunt in presencia domini Engelschalci abbatis.;;Ego frater Jacobus sacerdos;;promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti Benedicti;;;"Abt: Engelschalk 
Abmessungen (BxH in mm): 120x64";01.01.1354;31.12.1385;1354-1385
2;A;25;;;;;StAS 2.A.25;Professurkunde des Leonhardus Diaconus;Leonhardus Diaconus;Engelschalk;13540101;13851231;60;200;12000;Papier;;Latein;in zwei Teile zerbrochen;26;25;0002A0025000000000000;Ego frater Leonhardus diaconus promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti benedicti coram deo et sanctis eius in hoc monasterio quod est constructum in honore sante dei genitricis semperque virginis marie et sanctorum qui hic sunt in presencia domini Engelschalchi abbatis. Suscipe me Domine secundum eloquium tuum et vivam et non confundas me ab exspectatione mea.;;Ego frater Leonhardus diaconus;;promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti benedicti;;;"Abt: Engelschalk 
Abmessungen (BxH in mm): 200x60";01.01.1354;31.12.1385;1354-1385
2;A;26;;;;;StAS 2.A.26;Professurkunde des Thomas Subdiaconus;Thomas Subdiaconus;Engelschalk;13540101;13851231;80;143;11440;Pergament;;Latein;;27;26;0002A0026000000000000;Ego frater Thomas subdiaconus promitto stabilitatem et conversionem morum meorum et obedientiam secundum regulam sancti benedicti coram deo et sanctis eius in hoc monasterio quod est constructum in onore sancte dei genitricis semperque virginis marie et sanctorum qui hic sunt in presencia domini engelsalci abbatis.;;Ego frater Thomas subdiaconus;;promitto stabilitatem et conversionem morum meorum et obedientiam secundum regulam sancti benedicti;;;"Abt: Engelschalk 
Abmessungen (BxH in mm): 143x80";01.01.1354;31.12.1385;1354-1385
2;A;27;;;;;StAS 2.A.27;Professurkunde des Georgius Subdiaconus;Georgius Subdiaconus;Engelschalk;13540101;13851231;73;181;13213;Pergament;;Latein;;28;27;0002A0027000000000000;Ego frater Georius subdiaconus promitto stabilitatem et conversionem morum meorum et obedientiam secundum regulam sancti benedicti coram deo et sanctis eius in hoc monasterio quod est constructum in honore sancte dei genitricis semperque virginis marie et sanctorum qui hic sunt in presencia domini Engelschalci abbatis: Suscipe me domine secundum eloquium tuum et vivam et non confundas me ab expectatione mea;;Ego frater Georius subdiaconus;;promitto stabilitatem et conversionem morum meorum et obedientiam secundum regulam sancti benedicti;;;"Abt: Engelschalk 
Abmessungen (BxH in mm): 181x73";01.01.1354;31.12.1385;1354-1385
2;A;28;;;;;StAS 2.A.28;Professurkunde des Jacobus Subdiaconus;Jacobus Subdiaconus;Engelschalk;13540101;13851231;68;133;9044;Pergament;;Latein;;29;28;0002A0028000000000000;Ego frater Jacobus subdiaconus promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti Benedicti coram deo et sanctis eius in hoc monasterio quod est constructum in honore sancte dei genitricis semperque virginis marie et sanctorum qui hic sunt in presencia domini Engelschalci Abbatis.;;Ego frater Jacobus subdiaconus;;promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti Benedicti;;;"Abt: Engelschalk 
Abmessungen (BxH in mm): 133x68";01.01.1354;31.12.1385;1354-1385
2;A;29;;;;;StAS 2.A.29;Professurkunde des Heinricus Subdiaconus;Heinricus Subdiaconus;Engelschalk;13540101;13851231;53;152;8056;Pergament;;Latein;;30;29;0002A0029000000000000;Ego frater Haunricus subdyaconus promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti benedicti coram deo et sanctis eius in hoc monasterio quod est constructum in honore sancte dei genitricis semperque virginis Marie et sanctorum qui hic sunt inpresencia domini engelschalchi abbatis. Suscipe me secundum eloquium tuum et vivam et non confundas me ab exspectatione mea.;;Ego frater Haunricus subdyaconus;;promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti benedicti;;;"Abt: Engelschalk 
Abmessungen (BxH in mm): 152x53";01.01.1354;31.12.1385;1354-1385
2;A;30;;;;;StAS 2.A.30;Professurkunde des Johannes Subdiaconus;Johannes Subdiaconus;Engelschalk;13540101;13851231;60;112;6720;Pergament;;Latein;;31;30;0002A0030000000000000;Ego frater Johannes subdiaconus promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti benedicti coram deo et sanctis eius in hoc monasterio quod est constructum in honore sancte dei genitricis semperque virginis Marie et sanctorum qui hic sunt in presencia domini Engelschalci abbatis. Suscipe me domine secundum eloquium tuum et vivam et non confundas me ab exspectatione mea.;;Ego frater Johannes subdiaconus;;promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti benedicti;;;"Abt: Engelschalk 
Abmessungen (BxH in mm): 112x60";01.01.1354;31.12.1385;1354-1385
2;A;31;;;;;StAS 2.A.31;Professurkunde des Chunradus Subdiaconus;Chunradus Subdiaconus;Engelschalk;13540101;13851231;58;136;7888;Pergament;;Latein;;32;31;0002A0031000000000000;Ego frater Chunradus subdiaconus promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti benedicti coram deo et sanctis eius in hoc monasterio quod est constructum in honore sancte dei genitricis semperque virginis Marie et sanctorum qui hic sunt in presencia domini Engelschalci Abbatis.;;Ego frater Chunradus subdiaconus;;promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti benedicti;;;"Abt: Engelschalk 
Abmessungen (BxH in mm): 136x58";01.01.1354;31.12.1385;1354-1385
2;A;32;;;;;StAS 2.A.32;Professurkunde des Stephanus Subdiaconus;Stephanus Subdiaconus;Engelschalk;13540101;13851231;71;132;9372;Pergament;Initiale E;Latein;;33;32;0002A0032000000000000;Ego frater Stephanus subdiaconus promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti Benedicti coram deo et sanctis eius in hoc monasterio quod est constructum in honore sancte dei genitricis semperque virginis Marie et sanctorum qui hic sunt in presencia domini Engelschalchi Abbatis. Suscipe me domine secundum eloquium tuum et vivam et non confundas me ab expectatione mea.;;Ego frater Stephanus subdiaconus;;promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti Benedicti;;;"Abt: Engelschalk 
Abmessungen (BxH in mm): 132x71";01.01.1354;31.12.1385;1354-1385
2;A;33;;;;;StAS 2.A.33;Professurkunde des Martinus Diaconus;Martinus Diaconus;Laurentius;13850101;14191230;92;148;13616;Papier;;Latein;;34;33;0002A0033000000000000;Ego frater Martinus dyaconus promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti Benedicti coram deo et sanctis eius in hoc monasterio Sytenstetn, quod est constructum in honore ?? dei genitricis virginis Marie et sanctorum qui hic sunt in presencia domini Laurencii Abbatis. Suscipe me domine secundum eloquium tuum et vivam et non confundas me ab expectatione mea.;;Ego frater Martinus dyaconus;;promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti Benedicti;;;"Abt: Laurentius 
Abmessungen (BxH in mm): 148x92";01.01.1385;30.12.1419;1385-1419
2;A;34;;;;;StAS 2.A.34;Professurkunde des Thomas Diaconus;Thomas Diaconus;Laurentius;13850101;14191230;52;133;6916;Pergament;;Latein;;35;34;0002A0034000000000000;Ego frater Thomas dyaconus promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti benedicti coram deo et sanctis eius in hoc monasterio quod est constructum in honore sancte dei genitricis semperque virginis marie et sanctorum qui hic sunt in presencia domini Laurentii Abbatis. [Rückseite:] suscipe me secundum eloquium tuum et vivam et non confundas me ab expectatione mea.;;Ego frater Thomas dyaconus;;promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti benedicti;;;"Abt: Laurentius 
Abmessungen (BxH in mm): 133x52";01.01.1385;30.12.1419;1385-1419
2;A;35;;;;;StAS 2.A.35;Professurkunde des Nicolaus Subdiaconus;Nicolaus Subdiaconus;Laurentius;13850101;14191230;71;180;12780;Pergament;;Latein;;36;35;0002A0035000000000000;Ego frater Nycolaus subdiaconus promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti Benedicti coram deo et sancits eius in hoc monasterio quod est constructum in honore sancte dei genitricis semperque virginis Marie et sanctorum qui hic sunt in presencia domini Laurencii abbatis in nomine domini. Suscipe me domine secundum eloquium tuum et evivam et non confundas me ab expectatione mea. nobis.;;Ego frater Nycolaus subdiaconus;;promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti Benedicti;;;"Abt: Laurentius 
Abmessungen (BxH in mm): 180x71";01.01.1385;30.12.1419;1385-1419
